epoch,train_loss,val_loss
1,2.92023,0.966053
2,0.921908,0.961307
3,3.02245,8.27622
4,7.1831,0.455677
5,1.8979,1.6815
6,1.59965,0.879847
7,3.37632,0.50308
8,4.7746,5.9434
9,3.68287,0.691313
10,0.527227,0.619379
11,1.05052,0.39962
12,2.30881,2.20916
13,1.23938,0.290769
14,0.991443,3.9445
15,3.26546,0.309569
16,1.48256,0.987843
17,1.19529,0.304352
18,5.45933,1.77421
19,0.977355,1.608
20,2.21158,1.42047
21,3.05679,0.556357
22,1.3939,1.84934
23,1.7603,0.95033
24,0.400928,0.204928
25,1.22179,0.627122
26,0.641509,0.226144
27,0.400066,0.528111
28,2.47447,3.65183
29,1.78982,1.19188
30,1.45854,0.266304
31,0.623142,1.08016
32,3.23122,2.79347
33,1.35531,0.115713
34,0.947348,1.56851
35,0.828138,0.205818
36,0.179079,0.499194
37,1.49139,0.312348
38,2.67682,3.2644
39,1.59769,0.165008
40,0.321143,0.111611
41,1.10111,0.271961
42,1.09204,1.05841
43,1.88995,2.64036
44,6.02747,0.795211
45,0.867611,0.140731
46,0.587668,0.466303
47,0.581659,0.285246
48,0.192486,0.210189
49,0.879428,2.68897
50,2.0959,0.527477
