epoch,train_loss,val_loss
1,2.01002,0.635241
2,0.88404,6.84424
3,9.00936,7.90063
4,2.22179,1.01927
5,0.488646,0.885412
6,2.58224,0.627041
7,0.31308,0.181885
8,2.81118,1.59301
9,0.686959,0.398188
10,2.59691,1.83197
11,2.75657,7.14552
12,2.64409,0.45589
13,0.474828,5.04242
14,5.68517,0.821531
15,0.975047,1.51158
16,0.764133,0.629734
17,0.693268,0.726934
18,1.45073,0.828226
19,0.315439,1.17647
20,4.82268,0.822959
21,0.289846,0.4718
22,2.6905,5.81339
23,2.15245,0.867766
24,0.561065,0.388125
25,0.849602,3.40416
26,2.42519,1.06632
27,0.8697,1.38783
28,0.999685,1.83226
29,6.99023,11.5209
30,5.2607,0.72893
31,0.731754,0.680728
32,1.48752,3.6425
33,1.2121,0.411875
34,0.250822,0.438858
35,0.585701,0.645535
36,1.82322,1.91223
37,1.65611,4.91837
38,2.41589,3.02686
39,1.6799,8.79802
40,8.27889,3.15207
41,1.38074,0.811097
42,0.312237,0.113393
43,0.583213,0.337381
44,0.533086,0.236022
45,0.333169,1.86146
46,0.806746,0.77813
47,0.587465,3.59537
48,1.88319,0.396693
49,2.38332,1.61698
50,0.644731,0.406799
