epoch,train_loss,val_loss
1,22.9976,9.36672
2,6.95774,4.02881
3,3.06356,2.28347
4,1.78497,1.13586
5,1.01023,0.598385
6,0.450523,0.92161
7,0.483415,0.410672
8,0.494213,0.356881
9,0.395922,0.195956
10,0.878587,2.88107
11,1.81541,1.2872
12,0.971881,3.00057
13,1.66913,0.834639
14,1.1016,2.56567
15,1.1074,1.3104
16,1.8174,0.975027
17,0.897708,0.537682
18,2.52091,2.91666
19,1.95974,3.59826
20,1.13156,0.70369
21,1.26924,0.53129
22,0.969827,0.400583
23,2.71098,11.7697
24,8.62089,1.50414
25,1.43463,0.769499
26,1.1295,0.778781
27,2.12687,1.20965
28,8.09879,10.1538
29,5.17933,0.738795
30,0.433422,0.578559
31,0.293576,0.253782
32,1.8328,4.47067
33,1.85212,0.669656
34,0.543401,2.61051
35,1.89805,1.02609
36,2.68485,4.54897
37,1.61317,0.366167
38,0.546473,0.228148
39,0.51417,0.343631
40,0.646732,0.370194
41,0.558571,0.341123
42,1.52048,1.84336
43,0.679596,0.516577
44,3.35681,0.434176
45,0.5709,0.114358
46,0.951433,5.40442
47,2.90616,0.10461
48,0.372872,2.05391
49,5.88083,0.964959
50,0.376611,0.607425
