epoch,train_loss,val_loss
1,3.54664,1.89915
2,3.06379,1.28728
3,2.40149,2.53922
4,2.22037,0.330055
5,0.900066,0.661785
6,4.71057,2.42881
7,1.32586,0.595182
8,2.21067,0.877696
9,1.53318,0.873032
10,0.930034,0.932871
11,1.99489,9.62438
12,10.4688,3.24918
13,1.09353,1.01572
14,2.62718,6.75922
15,3.92799,0.417668
16,1.19834,0.687998
17,0.906588,1.31929
18,4.6275,4.47031
19,1.63474,0.433586
20,0.930119,0.633393
21,1.24463,0.482704
22,0.698747,1.38806
23,1.21988,0.409572
24,2.59694,2.42236
25,1.54867,0.373052
26,5.63135,5.28644
27,2.34771,0.175483
28,1.39426,2.29588
29,2.94791,3.74333
30,2.45132,4.10841
31,2.36717,0.36024
32,0.738708,0.64337
33,0.357076,1.1761
34,1.06464,0.679768
35,1.09774,0.585013
36,0.322757,0.296474
37,0.347268,0.133308
38,1.37751,2.66608
39,1.53326,0.403037
40,0.799776,2.04082
41,1.24706,0.603605
42,0.92069,0.167003
43,0.767866,5.239
44,4.8178,0.668547
45,1.78916,0.934003
46,0.698904,1.46194
47,0.758601,0.118115
48,0.542935,0.508489
49,0.673302,3.89238
50,2.54821,0.559566
51,0.789613,0.429156
52,0.914698,0.311537
53,0.856607,0.334154
54,3.15677,1.64291
55,0.621253,0.201761
56,2.04552,2.82001
57,1.19273,0.421336
58,3.11257,5.39733
59,3.0102,4.33108
60,3.45748,0.504315
61,0.568886,0.374125
62,0.525574,0.290874
63,0.654401,0.172795
64,1.2868,0.237492
65,0.967077,3.59031
66,2.2041,0.279963
67,0.397951,0.382015
68,0.441367,0.208604
69,0.465728,1.94387
70,1.02978,0.124425
71,3.47078,2.60137
72,1.85166,0.776361
73,0.463223,1.04058
74,0.790558,2.14996
75,1.30227,1.67267
76,2.39342,0.306896
77,1.21491,0.0911336
78,0.336663,0.0990677
79,1.09673,0.266077
80,0.254784,0.112443
81,0.271093,0.306203
82,2.47204,1.97745
83,0.930868,1.37384
84,2.31968,0.340704
85,1.07034,0.189999
86,0.401711,0.102997
87,0.168569,0.165174
88,0.427518,0.206474
89,0.533139,0.49064
90,0.451237,0.497182
91,0.849677,0.197769
92,0.258919,0.189678
93,0.209704,0.261689
94,0.665939,0.353166
95,0.535855,0.151838
96,0.434785,0.167533
97,0.220146,0.494984
98,0.371539,0.151331
99,0.618078,2.5649
100,1.1761,0.338156
