epoch,train_loss,val_loss
1,1.96217,0.801051
2,2.15079,1.45048
3,0.75453,1.1185
4,1.30698,4.00172
5,2.69786,1.15815
6,3.00981,6.07155
7,5.90661,1.28568
8,2.07668,1.34284
9,1.16456,0.474118
10,0.483089,0.16504
11,1.42277,0.265505
12,1.11705,0.150655
13,0.608041,0.68835
14,0.81491,0.217316
15,5.94562,3.1061
16,1.58084,2.20141
17,7.21654,2.70688
18,1.3435,0.298174
19,3.83967,1.12671
20,0.625385,0.800848
21,1.3419,1.55204
22,4.65566,4.90304
23,3.36009,0.355776
24,0.491923,0.192865
25,1.40192,0.369342
26,0.457775,0.0673711
27,1.42759,2.41867
28,2.14969,2.51712
29,2.14135,1.24254
30,0.804327,0.113598
31,1.27499,3.72497
32,5.90093,2.06958
33,0.886959,0.11784
34,2.15148,1.14216
35,2.15005,1.01973
36,0.901132,1.4662
37,2.02184,1.90669
38,0.819868,0.140741
39,0.436377,1.20396
40,3.44791,4.90357
41,3.57757,0.308033
42,0.693016,0.109898
43,0.45157,1.90059
44,1.59333,0.304754
45,5.1931,4.5351
46,2.92647,0.274921
47,0.194999,0.14799
48,0.199208,0.135343
49,0.387527,0.743784
50,1.36925,0.903519
51,0.581317,0.122606
52,0.530758,0.172369
53,0.288527,0.103158
54,1.02535,0.0889014
55,0.910439,1.99965
56,2.42701,2.80897
57,2.10601,1.52897
58,3.06852,3.03858
59,2.59823,2.58642
60,2.19343,1.90669
61,0.966041,0.0958097
62,0.760005,2.0554
63,1.18414,0.128571
64,0.148815,0.189581
65,0.48602,0.927354
66,0.506575,0.0639126
67,0.34356,1.4937
68,1.56713,1.13853
69,0.660693,0.10402
70,4.76197,2.19067
71,0.939483,0.342602
72,1.08826,0.132046
73,0.429503,0.50501
74,4.22867,4.5954
75,3.77448,0.45724
76,0.721572,0.150774
77,0.321909,0.0850551
78,1.59875,2.52304
79,1.6302,0.743588
80,0.410613,0.352235
81,0.958084,2.69966
82,5.0972,1.64763
83,0.911512,0.155781
84,0.476292,0.125747
85,2.0176,1.59288
86,1.90836,1.20143
87,0.807155,1.04707
88,0.929067,1.4897
89,1.49268,1.37223
90,0.871384,1.19701
91,1.28603,0.494988
92,0.248939,0.665884
93,0.627683,0.480685
94,0.577958,0.551754
95,0.399927,0.0709668
96,0.558578,0.0613923
97,1.01157,0.374086
98,0.415263,0.226192
99,0.27178,0.120237
100,0.426133,0.978047
