epoch,train_loss,val_loss
1,3.01996,1.24296
2,1.03762,0.733402
3,3.16939,7.34914
4,5.79358,0.647695
5,0.394542,0.285101
6,1.03795,0.851714
7,5.33816,2.84569
8,1.19514,0.160656
9,2.27958,0.292284
10,1.83269,0.924826
11,2.1425,1.17149
12,1.08024,0.142052
13,0.96895,3.58898
14,2.46082,0.409413
15,1.46022,3.89212
16,2.10332,0.102432
17,0.821105,0.214932
18,1.1251,4.95143
19,5.62984,0.596916
20,0.570922,0.229698
21,1.8557,0.344686
22,1.66915,1.08061
23,0.796843,0.416614
24,0.236446,0.344177
25,0.730519,0.119538
26,6.3109,6.60859
27,4.00483,0.634109
28,0.522999,0.973561
29,0.422592,0.0825475
30,0.694695,1.1162
31,5.03764,5.25184
32,3.22074,0.686591
33,3.38895,3.65994
34,1.7719,0.29026
35,1.02903,1.38958
36,0.974602,0.293915
37,0.352947,0.177486
38,0.296625,0.59268
39,0.755646,1.05674
40,0.731327,0.208266
41,0.206056,0.140706
42,0.476151,0.112608
43,1.16268,0.260708
44,0.442233,0.534209
45,0.304176,0.153631
46,1.11019,1.64744
47,0.641544,0.177868
48,1.36043,2.66609
49,1.23969,0.262851
50,0.432419,1.05156
51,0.609018,0.198178
52,1.84661,0.810184
53,0.568056,0.164857
54,1.74211,2.43106
55,2.01927,1.53698
56,0.615335,0.125465
57,0.745649,1.49707
58,1.04382,0.312091
59,0.263747,0.0730516
60,0.214286,0.146125
61,0.397428,0.0783429
62,0.390313,0.659364
63,0.482045,0.159718
64,0.853854,0.140053
65,0.451328,0.127507
66,0.192412,0.0953503
67,0.264303,0.0612649
68,1.17981,0.542042
69,0.648799,0.342748
70,0.441585,0.353931
71,0.762109,1.54601
72,0.961416,0.348445
73,0.32901,0.135968
74,0.670353,0.210895
75,0.356487,1.71548
76,2.67214,0.39015
77,1.43882,0.581441
78,0.264755,0.0666257
79,0.475299,0.856855
80,1.07542,0.117369
81,0.313211,0.106241
82,0.410285,0.0810994
83,0.774832,0.250931
84,0.291052,0.482258
85,0.609664,0.648072
86,0.209027,0.233693
87,0.198009,0.139746
88,0.777711,3.36903
89,2.36894,0.384669
90,0.610523,1.46621
91,0.674929,0.147748
92,1.18504,0.414705
93,0.18584,0.051337
94,1.64787,0.337001
95,0.27375,0.445785
96,0.814674,0.306094
97,0.439188,0.450335
98,0.191485,0.132788
99,0.160695,0.658314
100,1.24028,0.315551
