epoch,train_loss,val_loss
1,41.6167,15.1075
2,11.5637,8.38679
3,5.90608,5.04321
4,4.29756,3.36326
5,2.99535,2.40543
6,1.92963,1.32927
7,0.796285,0.401968
8,0.399607,0.204588
9,0.321621,1.09278
10,1.97622,3.39557
11,1.1995,0.536234
12,1.02735,1.01813
13,2.5574,3.08298
14,0.701287,2.72019
15,2.27984,4.19935
16,1.49622,0.417939
17,2.91349,0.786191
18,0.298018,0.342666
19,0.262001,0.107879
20,0.385473,0.719037
21,0.760057,0.805433
22,1.4822,2.58174
23,1.20536,0.859444
24,0.482825,1.45926
25,4.26377,0.717257
26,0.580668,0.720457
27,2.18896,8.60529
28,3.32506,3.33774
29,4.09698,0.337407
30,3.07293,7.79281
31,2.86481,0.657152
32,0.456614,0.454633
33,0.31909,0.305511
34,0.218532,0.12877
35,4.22579,13.8371
36,7.03128,1.53416
37,0.331819,0.394114
38,1.01157,0.974195
39,0.368956,0.75484
40,0.945167,0.514276
41,0.719724,0.160608
42,1.49173,0.600511
43,2.50475,2.39723
44,0.67977,0.215879
45,0.688511,2.07427
46,0.694833,1.0986
47,1.4165,0.448103
48,1.10966,0.771686
49,0.689384,0.360158
50,2.2937,1.16014
