epoch,train_loss,val_loss
1,1706.1,162.642
2,82.2028,59.6331
3,87.2472,69.4208
4,93.4292,240.79
5,79.0159,68.8707
6,51.7854,53.3594
7,42.7641,108.287
8,82.8943,23.8816
9,91.3085,148.84
10,130.633,67.2868
11,97.0754,139.592
12,100.589,7.45854
13,60.6985,178.029
14,39.1436,8.91206
15,79.6514,14.4999
16,110.811,130.935
17,61.4372,16.5076
18,33.2191,122.982
19,55.5014,94.3037
20,96.4308,61.3561
21,111.722,41.6835
22,33.9678,21.6772
23,83.6342,17.733
24,73.3958,41.9323
25,72.8986,79.7013
26,74.4536,21.6026
27,86.6478,9.75132
28,108.678,123.252
29,97.837,11.8675
30,69.3979,11.563
31,41.3325,77.2521
32,97.8609,105.287
33,33.2852,22.6034
34,46.8764,98.5245
35,49.321,33.6162
36,81.7143,119.761
37,29.8581,51.6381
38,52.7619,105.537
39,81.4226,36.7984
40,89.9297,43.8857
41,64.9156,12.2814
42,89.8255,166.547
43,79.403,23.9569
44,32.0244,12.5946
45,36.6148,97.6034
46,92.1365,70.8429
47,93.1476,12.573
48,32.5766,22.8917
49,66.3686,158.27
50,80.7093,74.5294
51,32.9982,9.72158
52,41.6826,85.3496
53,58.6405,29.7913
54,63.4488,22.8178
55,55.1645,115.977
56,74.8022,53.5663
57,44.7982,35.3701
58,58.9658,11.9945
59,66.7198,99.2277
60,96.8848,59.7773
61,63.5202,14.0767
62,33.712,21.7673
63,30.5795,30.7934
64,63.6107,49.1095
65,50.6263,11.0952
66,89.6915,60.4051
67,54.4659,36.5729
68,58.9509,76.6516
69,38.1864,47.544
70,55.7449,24.3933
71,27.5905,14.7541
72,40.3926,83.579
73,49.8351,131.956
74,106.681,62.9033
75,41.2696,20.0226
76,42.7151,43.6581
77,41.5472,21.972
78,80.4842,95.9651
79,94.6213,19.5972
80,79.6191,81.5772
81,54.3489,12.7302
82,90.226,138.919
83,72.6758,36.2611
84,79.6602,62.7265
85,98.0715,63.2349
86,38.8308,11.4045
87,27.7057,60.4373
88,32.3285,16.8372
89,33.0898,92.3801
90,25.0451,26.4634
91,31.162,12.0941
92,49.1308,145.044
93,44.5372,43.1681
94,31.5104,12.5966
95,28.8473,111.079
96,88.3609,83.6923
97,27.1745,43.9978
98,29.9245,19.2002
99,59.5785,56.0541
100,84.4401,29.0584
