epoch,train_loss,val_loss
1,14.4738,3.33883
2,4.40743,0.87987
3,1.03871,0.209722
4,0.661946,0.984622
5,0.742526,0.182819
6,2.30034,0.631223
7,0.777781,0.216833
8,0.881945,0.361089
9,1.50902,1.86084
10,1.28195,0.473643
11,3.19194,0.429898
12,2.26678,0.739572
13,1.76728,4.44861
14,7.64487,0.520144
15,0.484765,0.148712
16,1.474,0.585118
17,5.88975,1.6262
18,0.776422,0.0594244
19,1.08683,0.970429
20,1.82112,0.257191
21,0.596342,0.516686
22,0.682563,1.0958
23,1.64801,0.454839
24,0.647016,1.24455
25,1.97554,1.23807
26,0.901452,0.182538
27,1.86011,0.623546
28,0.669096,0.166814
29,2.2523,2.32474
30,5.07066,5.00738
31,6.40594,0.434836
32,0.972421,0.209898
33,0.287561,0.180152
34,1.6263,0.426729
35,0.843725,0.299866
36,0.545253,0.248901
37,1.08179,0.848277
38,0.88748,0.291446
39,0.529487,0.292642
40,0.712894,0.250265
41,1.7372,2.60173
42,1.89229,0.129585
43,1.30415,1.59035
44,5.23495,3.4084
45,3.0236,0.534133
46,0.717529,0.215241
47,0.525547,0.099813
48,0.718751,0.116515
49,1.03945,0.265111
50,0.341227,0.104054
