epoch,train_loss,val_loss
1,3.15018,0.659851
2,1.23218,0.345602
3,1.24204,2.35435
4,5.69365,1.26681
5,0.92067,0.234994
6,1.97616,0.742631
7,0.82333,0.178299
8,0.340125,3.53125
9,4.67639,0.800608
10,0.756886,1.07876
11,5.64058,3.5023
12,1.12153,1.78563
13,4.62974,0.767359
14,0.860846,0.322007
15,0.79034,0.46129
16,0.579425,0.164015
17,0.871126,7.47331
18,10.2424,3.07235
19,1.52155,0.54367
20,0.660003,0.129386
21,0.236654,0.203017
22,0.545551,0.116115
23,0.922695,5.20411
24,7.36738,2.17738
25,0.793859,0.111807
26,0.865793,0.158014
27,0.669789,3.15373
28,5.16943,0.924708
29,0.39747,0.679219
30,0.748114,0.296927
31,2.20527,8.1206
32,5.52187,0.332541
33,1.30902,0.373431
34,0.84724,0.156679
35,0.306294,0.212737
36,1.57224,1.30762
37,0.666567,0.359836
38,0.264616,0.0963325
39,0.339827,0.162733
40,0.36214,0.279302
41,0.55915,0.420681
42,0.470329,1.45182
43,0.859757,0.514747
44,0.639614,0.489158
45,0.575625,1.25288
46,0.833256,0.123823
47,0.71393,0.299397
48,3.91537,2.12236
49,1.20613,1.25221
50,0.519124,0.171941
51,0.431385,0.262204
52,0.377654,0.101008
53,0.542818,1.14242
54,0.438262,0.155146
55,0.839512,0.259635
56,0.273746,0.12922
57,1.68577,3.94869
58,2.11149,0.204535
59,0.292336,0.516093
60,0.729123,0.183639
61,1.62567,1.25525
62,0.686645,0.205647
63,0.21739,0.0801827
64,0.37432,0.442203
65,1.09155,6.53845
66,5.83333,0.740894
67,0.380314,0.154265
68,0.983964,0.968736
69,0.705087,0.258457
70,0.332333,0.118895
71,1.63967,1.47623
72,0.486079,0.171492
73,0.477785,0.255532
74,1.17566,4.26105
75,2.36907,0.489542
76,0.370881,0.257446
77,0.280228,0.242382
78,0.489415,0.524017
79,0.676152,0.23124
80,2.70483,2.18518
81,0.773731,0.274126
82,0.281876,0.187884
83,0.379871,0.144223
84,0.721409,0.263629
85,0.242623,0.190958
86,1.84506,0.750007
87,0.332567,0.0856996
88,0.278711,0.151285
89,0.423373,0.105521
90,0.589555,0.178942
91,0.324182,0.620084
92,0.601295,0.197604
93,0.322046,0.126445
94,1.33452,1.03692
95,0.64515,0.119687
96,0.973559,4.59296
97,3.2271,0.149737
98,2.83107,3.1127
99,1.16341,1.9641
100,0.902706,0.219318
