epoch,train_loss,val_loss
1,251.232,73.9828
2,84.6645,2.30694
3,117.606,221.656
4,71.25,54.8527
5,85.2886,203.314
6,94.221,84.94
7,75.4229,126.731
8,82.7634,178.378
9,56.21,52.5694
10,97.6263,133.335
11,63.2794,67.2687
12,83.0516,196.98
13,109.416,31.9843
14,42.5198,38.0648
15,40.1409,75.1619
16,39.7477,30.8379
17,99.5613,169.031
18,77.9741,46.5319
19,87.0748,49.7249
20,80.2129,107.847
21,97.7535,124.529
22,39.5845,7.86962
23,36.6906,22.0732
24,52.5098,40.7788
25,46.207,38.8398
26,40.579,121.367
27,59.2246,227.227
28,131.704,175.882
29,96.0344,193.962
30,101.517,121.78
31,66.9953,106.78
32,66.6065,14.8118
33,39.7175,23.6644
34,34.1926,22.6334
35,65.006,114.677
36,48.822,87.197
37,33.8683,65.1747
38,53.6879,23.3816
39,69.0334,135.065
40,89.3712,157.194
41,82.6421,19.9545
42,55.0924,13.4368
43,33.1317,11.1387
44,61.3553,166.445
45,62.8368,43.6223
46,40.0931,67.9992
47,42.967,22.5939
48,74.5843,146.57
49,96.3089,141.061
50,94.9684,51.5833
